lake_id,lake_name,region,latitude,longitude,elevation_m,lake_area_km2,glacier_retreat_m_per_yr,distance_from_glacier_m,slope_deg,rainfall_mm,temperature_c,snowfall_mm,earthquake_magnitude,glof_risk,lake_type
GL0171,North Ridge Tso 609,Ladakh,34.7029,77.7572,4361.2,0.938,7.98,1310.0,30.6,2136.4,-6.74,2444.8,4.31,0,synthetic
GL0172,High Cirque Tal 230,Uttarakhand,31.0554,78.9678,4057.6,0.716,10.56,771.0,12.2,3168.8,-4.57,1131.3,4.09,0,synthetic
GL0173,North Ridge Tso 500,Ladakh,33.3757,77.9052,3592.1,0.221,9.72,1404.6,23.1,2732.4,0.02,1077.8,4.49,0,synthetic
GL0174,Upper Valley Tal 299,Uttarakhand,30.2829,77.9931,5325.5,0.128,17.67,586.5,19.9,2425.5,-3.7,2032.8,3.79,0,synthetic
GL0175,North Cirque Tso 601,Ladakh,34.8125,77.1511,3559.1,0.623,8.33,570.3,28.5,1383.2,4.82,630.4,3.72,0,synthetic
GL0176,Lower Spur Tso 498,Ladakh,33.1864,77.6288,3861.1,0.331,1.26,419.9,5.3,2494.7,-0.92,477.1,4.28,0,synthetic
GL0177,Upper Glacier Tso 349,Ladakh,34.3124,78.0718,4190.6,0.266,25.13,1165.0,10.5,2049.7,-7.88,1861.6,5.65,0,synthetic
GL0178,North Basin Tal 573,Himachal Pradesh,32.0106,77.2764,4281.6,0.47,13.5,50.0,33.8,1404.6,0.81,1400.0,4.48,1,synthetic
GL0179,Inner Hollow Tal 411,Himachal Pradesh,32.3594,75.9487,5769.9,0.594,14.74,1168.4,29.8,2879.5,2.72,781.5,4.39,1,synthetic
GL0180,Inner Valley Sar 516,Jammu & Kashmir,33.0295,75.6004,5207.7,0.542,22.27,50.0,10.1,1966.8,-4.04,767.7,2.5,0,synthetic
GL0181,Far Hollow Tso 013,Ladakh,33.1513,78.0783,3911.5,0.173,0.29,50.0,19.6,3126.4,-0.94,1240.7,4.23,0,synthetic
GL0182,High Glacier Tso 634,Ladakh,34.8319,76.7906,4112.2,0.082,17.2,1138.1,1.9,1743.1,-6.28,1167.9,4.86,0,synthetic
GL0183,Far Glacier Tal 496,Uttarakhand,28.8661,79.507,5072.3,0.096,0.0,1015.9,13.1,2314.8,2.84,645.5,3.96,0,synthetic
GL0184,Parechu Lake,Himachal Pradesh,32.42,78.72,4700.0,1.2,10.0,300.0,15.0,900.0,-3.5,1000.0,4.4,1,real
GL0185,East Spur Sar 252,Jammu & Kashmir,34.5717,74.3453,5198.6,0.072,22.74,1627.3,18.7,2059.9,-0.42,2316.2,3.18,0,synthetic
GL0186,High Glacier Tso 533,Ladakh,34.8828,77.0979,4708.5,1.027,24.99,472.5,30.4,2586.2,-2.43,1217.0,4.26,1,synthetic
GL0187,Upper Valley Tal 263,Himachal Pradesh,31.6129,76.9126,5214.6,4.689,10.5,635.5,14.0,1782.8,3.91,963.5,3.62,1,synthetic
GL0188,West Col Tso 679,Ladakh,32.6925,78.4685,5601.1,0.122,14.96,822.5,15.7,3087.4,1.03,1622.4,3.02,0,synthetic
GL0189,North Ridge Tal 219,Uttarakhand,30.6195,79.6397,3971.4,1.693,1.39,1264.2,12.1,3408.6,0.57,792.0,3.58,1,synthetic
GL0190,North Valley Tal 106,Uttarakhand,30.9776,79.1121,4402.0,0.379,12.46,849.4,1.0,2072.0,5.49,1366.2,4.05,0,synthetic
GL0191,Upper Basin Tal 310,Himachal Pradesh,31.7064,77.6913,4493.7,0.137,33.57,558.8,29.4,1753.4,-0.64,1272.3,2.64,1,synthetic
GL0192,East Ridge Tso 344,Ladakh,32.6684,79.3173,5637.4,0.326,0.0,50.0,8.6,1811.2,1.78,1589.2,4.42,0,synthetic
GL0193,East Basin Tal 521,Uttarakhand,30.7607,78.6683,3845.2,0.129,29.08,169.2,14.2,2441.2,-5.4,1245.3,4.87,1,synthetic
GL0194,North Col Tso 487,Ladakh,34.5944,77.7932,3737.2,0.079,43.77,1143.6,19.9,3026.3,-5.59,1155.7,5.16,1,synthetic
GL0195,Lower Cirque Tso 056,Sikkim,27.7225,88.2466,4490.4,0.398,30.45,1150.0,16.8,1291.3,-2.62,1408.6,3.84,0,synthetic
GL0196,Far Col Tal 042,Uttarakhand,30.7383,78.5589,4366.2,0.052,0.0,388.2,13.3,2628.2,-0.65,412.5,4.41,0,synthetic
GL0197,West Glacier Tal 680,Uttarakhand,29.6515,80.3777,4229.3,0.765,0.0,502.5,27.9,2700.9,-5.77,1153.1,2.0,0,synthetic
GL0198,South Col Lake 731,Arunachal Pradesh,28.3737,95.7703,5741.4,0.242,5.55,115.7,33.6,2174.1,2.44,1992.5,3.67,0,synthetic
GL0199,Inner Cirque Lake 402,Arunachal Pradesh,28.2882,96.3629,4886.1,0.277,53.16,675.7,19.8,988.2,-3.4,1873.7,2.93,1,synthetic
GL0200,East Basin Tso 276,Ladakh,32.8243,78.0177,5030.6,0.34,19.74,761.5,15.2,1383.9,0.83,1306.3,4.71,0,synthetic
GL0201,Outer Plateau Tal 319,Himachal Pradesh,31.1634,76.6929,3632.6,1.141,25.9,745.1,34.1,1125.7,-1.53,1483.2,3.27,1,synthetic
GL0202,Outer Col Tso 777,Ladakh,33.7779,77.5324,4569.9,0.073,10.83,1432.5,5.6,1916.3,5.96,1504.1,3.71,0,synthetic
GL0203,Upper Valley Tal 768,Himachal Pradesh,31.9457,78.5811,3655.0,0.339,4.43,368.2,13.9,1552.4,-0.4,1509.1,4.78,0,synthetic
GL0204,South Ridge Sar 274,Jammu & Kashmir,33.9232,75.1138,4602.5,0.081,0.0,50.0,8.5,2507.9,-7.09,615.9,5.43,0,synthetic
GL0205,Outer Valley Tso 400,Ladakh,34.5118,76.9854,4813.5,0.208,32.25,929.5,37.8,2261.7,-2.89,994.1,2.52,1,synthetic
GL0206,High Basin Tso 220,Sikkim,27.5974,88.25,3644.2,0.919,34.39,989.8,20.6,2586.7,-3.83,1223.4,3.34,1,synthetic
GL0207,West Cirque Tal 475,Himachal Pradesh,30.8818,77.4171,4918.4,0.4,0.0,1360.1,13.7,2782.8,-1.93,1605.8,4.54,0,synthetic
GL0208,West Col Tal 626,Uttarakhand,30.0812,79.2482,3590.5,0.39,1.44,761.3,6.0,2054.2,-5.59,741.0,5.32,0,synthetic
GL0209,West Valley Tal 681,Himachal Pradesh,32.4266,78.0422,3591.6,0.459,12.39,721.0,7.7,2504.6,-7.24,385.0,3.9,0,synthetic
GL0210,Far Moraine Tso 778,Ladakh,34.2832,77.0291,5189.6,0.069,16.24,50.0,13.8,1509.4,2.26,1045.8,4.32,0,synthetic
GL0211,Inner Hollow Tso 028,Ladakh,32.6789,79.0645,5164.2,0.313,24.12,714.6,22.8,1642.0,-2.13,1398.4,4.66,1,synthetic
GL0212,Upper Glacier Tal 088,Himachal Pradesh,31.3772,76.6749,3736.6,0.168,26.99,648.7,25.2,1809.3,-1.67,1242.3,3.33,1,synthetic
GL0213,High Glacier Tal 193,Uttarakhand,30.4434,79.5666,5198.7,0.215,44.5,1296.0,10.3,2520.9,-4.41,411.8,4.82,0,synthetic
GL0214,Outer Basin Sar 505,Jammu & Kashmir,33.6643,75.9243,3586.2,0.088,17.13,392.3,9.4,1138.6,-6.97,1114.3,3.93,0,synthetic
GL0215,North Hollow Tso 140,Ladakh,34.3401,78.9133,5952.5,0.173,7.01,817.0,20.3,1186.9,2.43,1252.9,3.11,0,synthetic
GL0216,North Hollow Tso 664,Sikkim,27.2214,88.7757,5729.4,0.07,17.79,50.0,8.8,787.9,-2.11,2104.8,3.91,0,synthetic
GL0217,North Spur Tal 182,Uttarakhand,30.3003,80.1901,4227.6,0.296,31.92,754.7,23.6,1558.4,6.06,1534.9,4.57,0,synthetic
GL0218,North Valley Sar 208,Jammu & Kashmir,34.1735,73.9808,5723.3,0.342,34.2,811.2,24.5,2860.0,-5.59,1677.4,,1,synthetic
GL0219,Outer Ridge Tso 522,Sikkim,27.2037,88.5394,4742.3,0.09,24.16,50.0,15.1,2320.0,3.64,1012.5,3.49,1,synthetic
GL0220,South Glacier Sar 509,Jammu & Kashmir,33.899,75.5528,4681.7,0.505,37.35,835.9,23.1,2536.9,-6.61,1530.1,3.19,1,synthetic
GL0221,East Col Tso 045,Ladakh,33.4228,76.7599,5518.6,2.123,17.06,431.3,16.7,2499.9,-7.56,1382.2,3.69,1,synthetic
GL0222,Upper Glacier Tal 577,Uttarakhand,29.5641,80.2044,4531.9,1.187,16.83,394.2,20.0,1361.1,3.08,1393.3,3.46,1,synthetic
GL0223,North Glacier Tal 555,Himachal Pradesh,31.3417,77.5693,5313.5,0.277,5.63,50.0,33.6,1750.6,-7.23,1749.1,3.42,1,synthetic
GL0224,High Hollow Lake 037,Arunachal Pradesh,29.0116,94.8081,3854.0,1.109,9.69,1327.5,19.2,2267.8,3.98,1119.1,3.25,0,synthetic
GL0225,East Cirque Sar 399,Jammu & Kashmir,34.0868,75.6215,5484.5,0.637,8.62,1547.7,14.6,1531.2,-4.98,433.0,5.23,0,synthetic
GL0226,High Moraine Sar 405,Jammu & Kashmir,34.2923,74.1419,5703.5,0.316,29.45,892.6,17.5,2821.8,7.38,1458.7,4.09,1,synthetic
GL0227,West Col Tal 621,Himachal Pradesh,32.4421,77.2206,5322.7,0.97,25.68,1250.0,17.0,1539.3,5.88,536.7,2.86,0,synthetic
GL0228,East Glacier Sar 719,Jammu & Kashmir,34.4062,75.9654,4796.5,0.532,19.82,582.3,14.9,2640.5,2.57,1842.1,3.05,1,synthetic
GL0229,Outer Valley Tal 123,Uttarakhand,29.5637,80.2075,5222.3,0.147,7.12,317.2,27.9,2508.7,4.48,2433.8,3.18,0,synthetic
GL0230,Outer Valley Tso 213,Ladakh,34.2657,78.3722,4054.9,2.886,10.76,389.4,19.1,2741.7,-3.48,984.5,4.85,1,synthetic
GL0231,South Moraine Tal 233,Uttarakhand,29.0879,79.8008,5731.8,0.152,22.44,821.1,17.5,1813.1,-0.97,1575.1,5.65,1,synthetic
GL0232,Inner Plateau Tal 341,Himachal Pradesh,32.2669,78.2553,4069.5,0.073,0.0,56.2,10.7,1050.6,-4.07,292.6,3.19,0,synthetic
GL0233,East Moraine Tso 414,Sikkim,27.5285,88.2162,3514.0,0.196,13.05,667.7,33.5,1944.2,-1.32,867.3,4.57,0,synthetic
GL0234,Far Spur Tso 039,Ladakh,33.4118,78.1533,4706.4,0.367,39.42,556.5,15.2,1610.2,-5.11,677.8,3.29,1,synthetic
GL0235,Outer Hollow Tal 125,Himachal Pradesh,32.1639,77.285,4729.5,0.336,1.54,1331.2,25.3,2162.0,-10.0,808.3,4.55,0,synthetic
GL0236,Inner Moraine Sar 247,Jammu & Kashmir,34.2777,75.8589,5306.2,0.515,0.71,680.8,32.8,1982.2,0.07,1572.9,3.17,0,synthetic
GL0237,East Plateau Tal 235,Uttarakhand,30.6231,77.9432,3672.1,0.677,18.41,892.6,18.6,1662.0,-2.41,1309.5,3.97,0,synthetic
GL0238,West Moraine Tso 184,Sikkim,27.7262,88.44,4496.6,0.043,6.85,596.2,26.4,1598.7,4.3,957.7,3.45,0,synthetic
GL0239,West Col Tso 226,Ladakh,34.5851,78.4662,5549.5,0.872,11.33,1152.2,21.9,1877.2,0.18,1460.2,4.82,1,synthetic
GL0240,Inner Spur Lake 759,Arunachal Pradesh,29.2666,96.1296,5765.7,0.084,9.34,1378.1,24.4,1503.1,-2.43,1182.4,3.57,0,synthetic
GL0241,Upper Cirque Tso 650,Ladakh,33.9977,77.8551,4187.6,0.157,5.2,677.4,13.8,2665.0,-8.28,1337.5,3.3,0,synthetic
GL0242,East Ridge Lake 724,Arunachal Pradesh,28.4418,95.2688,5922.5,0.224,21.67,249.7,22.8,1770.3,0.11,1489.3,4.06,1,synthetic
GL0243,East Moraine Tal 046,Himachal Pradesh,31.3702,77.7476,5898.0,0.268,4.17,428.8,17.3,991.3,-7.15,1541.0,3.58,0,synthetic
GL0244,Upper Moraine Tal 269,Himachal Pradesh,31.8526,78.3811,5663.6,0.256,12.47,435.5,15.7,2655.3,-0.69,1417.6,3.1,0,synthetic
GL0245,Upper Moraine Sar 463,Jammu & Kashmir,33.552,75.5568,5298.1,0.237,1.93,1309.5,21.5,1640.1,-1.9,1554.8,3.8,0,synthetic
GL0246,East Col Tso 132,Ladakh,33.4553,76.6408,3546.1,0.037,18.2,68.2,19.8,1085.2,0.4,1812.3,3.37,0,synthetic
GL0247,Far Cirque Tal 542,Uttarakhand,30.9586,78.9256,5613.9,0.103,27.94,381.8,17.8,2465.2,-3.59,1584.0,2.36,1,synthetic
GL0248,North Valley Sar 672,Jammu & Kashmir,33.9354,76.0095,4006.0,0.075,26.45,50.0,22.9,3151.0,4.17,1668.9,4.57,1,synthetic
GL0249,West Basin Tal 403,Uttarakhand,29.5134,79.7652,3887.4,0.528,0.0,1167.3,24.9,2836.0,0.54,,4.42,0,synthetic
GL0250,East Ridge Tal 179,Uttarakhand,30.7926,79.1416,3860.4,2.056,0.0,849.9,2.9,2029.6,-3.02,257.5,4.31,0,synthetic
GL0251,Upper Ridge Sar 649,Jammu & Kashmir,33.562,75.3335,5539.7,0.214,23.81,692.8,13.2,1728.6,0.73,101.6,4.64,0,synthetic
GL0252,Inner Valley Tso 111,Ladakh,33.7089,77.8175,5439.5,0.383,14.84,50.0,6.6,2119.1,2.1,192.9,4.28,0,synthetic
GL0253,South Hollow Sar 099,Jammu & Kashmir,33.7127,74.2972,4843.0,0.27,21.16,390.6,38.1,1080.8,2.91,1984.0,3.32,1,synthetic
GL0254,North Plateau Tso 519,Sikkim,27.9328,88.7605,5719.9,0.612,4.06,364.6,26.3,962.4,-6.13,1185.9,3.4,0,synthetic
GL0255,Far Ridge Tal 677,Himachal Pradesh,31.9604,77.738,5985.9,0.12,0.0,1005.2,13.2,956.9,-2.05,1915.3,2.99,0,synthetic
GL0256,Upper Basin Tal 445,Himachal Pradesh,32.6424,77.5453,3948.4,0.275,19.6,191.6,36.6,1723.2,3.95,1205.6,4.65,1,synthetic
GL0257,Upper Hollow Tal 588,Uttarakhand,30.7186,78.1779,5002.6,0.695,12.86,1111.7,21.8,2287.2,-2.81,1416.2,4.95,0,synthetic
GL0258,Inner Plateau Lake 261,Arunachal Pradesh,27.6358,92.2947,4053.9,0.459,12.21,510.7,23.4,2007.7,-2.47,1535.2,4.53,1,synthetic
GL0259,Samudra Tapu Lake,Himachal Pradesh,32.48,77.62,4076.0,1.35,28.0,180.0,20.0,1200.0,-2.8,1300.0,4.1,1,real
GL0260,Outer Glacier Lake 049,Arunachal Pradesh,28.1048,94.216,3627.4,0.097,14.32,1124.6,9.2,1508.1,0.45,1189.2,4.52,0,synthetic
GL0261,North Ridge Tso 214,Sikkim,27.1314,88.4384,4475.7,0.276,23.83,50.0,10.4,2277.4,-1.85,1585.9,3.02,1,synthetic
GL0262,West Glacier Tal 353,Himachal Pradesh,32.1722,77.3087,4579.1,0.136,20.14,717.3,3.7,1026.5,-0.01,892.4,4.24,0,synthetic
GL0263,North Spur Tal 092,Himachal Pradesh,32.6664,75.9834,4211.0,0.48,37.03,498.5,21.4,1134.7,2.67,919.7,3.55,1,synthetic
GL0264,Far Moraine Tso 212,Sikkim,27.5497,88.3555,3954.9,2.804,24.83,432.9,29.2,2547.0,5.38,526.1,3.79,1,synthetic
GL0265,Upper Moraine Tal 268,Himachal Pradesh,31.2776,77.6982,3833.7,0.408,18.21,447.6,13.3,1940.4,2.52,934.0,3.95,1,synthetic
GL0266,East Basin Lake 379,Arunachal Pradesh,27.1971,92.5775,4925.5,0.066,0.0,185.7,20.6,2503.5,0.03,1887.8,2.59,0,synthetic
GL0267,Outer Col Tal 043,Uttarakhand,30.5772,77.9401,5434.3,0.122,0.0,956.9,20.2,1700.9,3.58,1079.7,4.03,0,synthetic
GL0268,Inner Glacier Tso 008,Ladakh,34.3336,77.4239,3719.1,0.073,3.03,799.9,9.9,1854.2,3.05,1121.9,,0,synthetic
GL0269,Far Glacier Tso 146,Ladakh,33.5593,77.6602,4319.8,0.41,19.64,50.0,19.4,2764.6,1.22,1252.4,3.63,1,synthetic
GL0270,Far Glacier Tso 523,Ladakh,33.5588,76.6954,5250.6,0.307,20.34,399.9,25.6,2196.8,1.26,1397.1,4.3,0,synthetic
GL0271,South Ridge Tal 239,Himachal Pradesh,32.6515,77.1207,4220.5,0.266,8.99,50.0,13.4,1402.1,-7.54,902.2,3.16,0,synthetic
GL0272,Inner Moraine Tal 240,Himachal Pradesh,31.9713,76.9784,5566.8,0.166,19.79,1012.5,11.6,2783.7,-6.8,676.2,4.57,1,synthetic
GL0273,Outer Basin Tal 635,Himachal Pradesh,32.025,76.447,5853.1,0.319,5.07,810.2,22.6,1211.3,-0.89,1241.2,4.44,0,synthetic
GL0274,South Plateau Tal 662,Himachal Pradesh,31.4504,77.2263,5511.7,1.692,14.88,1066.7,15.4,1983.2,-1.61,1853.3,4.25,1,synthetic
GL0275,Far Spur Tal 021,Himachal Pradesh,31.861,77.411,4657.0,0.215,17.12,748.0,14.7,958.1,-0.35,2163.7,2.77,0,synthetic
GL0276,West Basin Tal 749,Himachal Pradesh,31.995,78.0228,5617.6,0.073,0.63,487.3,16.4,2264.3,0.82,1131.6,4.03,0,synthetic
GL0277,East Cirque Tal 108,Uttarakhand,29.8386,79.2715,4880.4,0.085,39.11,120.3,24.7,1003.2,-4.76,2058.2,,1,synthetic
GL0278,High Spur Tal 309,Uttarakhand,30.1626,79.4074,5990.3,1.346,17.19,1240.5,8.3,1499.9,-5.57,1425.1,4.05,0,synthetic
GL0279,Far Valley Tal 107,Himachal Pradesh,31.4448,76.6143,5407.9,0.133,30.74,442.4,1.0,1275.8,-10.0,1182.9,3.85,0,synthetic
GL0280,Inner Basin Tal 744,Uttarakhand,29.5306,78.8374,4894.5,0.552,12.0,50.0,18.9,2385.3,1.87,1263.3,3.7,1,synthetic
GL0281,Inner Valley Tal 730,Himachal Pradesh,32.1494,76.1802,4769.1,0.21,18.53,860.6,28.4,2300.8,-3.12,1136.6,2.94,0,synthetic
GL0282,South Basin Tal 018,Uttarakhand,30.3543,77.7924,5561.7,0.102,12.06,988.7,21.9,1855.5,-1.97,612.6,3.81,0,synthetic
GL0283,Upper Col Tal 290,Uttarakhand,30.4094,77.9281,5377.7,0.477,21.7,278.6,22.9,1574.4,-3.63,1863.5,4.78,1,synthetic
GL0284,Upper Plateau Sar 191,Jammu & Kashmir,33.401,76.3489,5602.8,0.016,18.63,543.3,17.5,2559.2,-1.76,729.9,3.89,1,synthetic
GL0285,South Moraine Tal 362,Himachal Pradesh,32.1132,78.5722,4566.6,0.412,20.54,309.3,22.2,1981.6,-10.0,1057.6,4.86,1,synthetic
GL0286,South Glacier Sar 703,Jammu & Kashmir,34.4207,75.7127,4772.3,0.058,12.37,1496.2,19.2,1733.0,-7.65,1990.2,3.94,0,synthetic
GL0287,Upper Moraine Tal 623,Himachal Pradesh,32.4925,75.8988,4968.3,0.372,0.98,945.2,18.0,1786.2,-2.53,954.9,4.71,0,synthetic
GL0288,Lower Cirque Tal 285,Uttarakhand,29.8939,79.7296,4773.3,0.234,14.62,50.0,9.3,2002.9,-2.08,1016.9,3.86,0,synthetic
GL0289,Outer Ridge Tso 271,Ladakh,33.9148,78.489,3682.6,0.492,6.1,50.0,14.9,2159.5,-8.05,725.4,4.01,0,synthetic
GL0290,Lower Col Tso 738,Ladakh,33.4325,76.7407,3805.0,0.098,11.08,630.4,2.1,2421.6,3.01,1588.2,3.46,0,synthetic
GL0291,High Col Tso 480,Ladakh,32.6671,78.418,5717.6,0.204,20.77,307.1,19.3,1162.4,2.3,1247.8,4.93,0,synthetic
GL0292,North Cirque Tal 616,Uttarakhand,30.7082,79.241,5402.3,0.078,12.93,50.0,24.7,2373.0,-2.47,1249.8,4.61,1,synthetic
GL0293,Upper Hollow Tso 014,Ladakh,33.1718,78.7884,4102.4,1.42,35.68,510.2,14.6,3049.9,-5.37,852.6,4.51,1,synthetic
GL0294,South Glacier Tso 490,Ladakh,34.522,77.8373,3668.2,0.195,12.89,50.0,12.5,1839.3,-2.88,1375.9,3.47,1,synthetic
GL0295,West Cirque Tal 473,Himachal Pradesh,31.8031,77.9994,4991.5,0.281,11.83,50.0,27.7,1599.4,-1.83,682.7,5.25,1,synthetic
GL0296,Outer Basin Tso 145,Ladakh,34.0271,78.0909,5032.8,0.264,21.37,502.0,14.9,1185.5,-8.42,1169.2,4.05,0,synthetic
GL0297,West Hollow Tal 670,Uttarakhand,31.0603,79.191,4987.2,1.907,22.44,714.4,5.5,2300.3,-3.43,1405.8,4.04,1,synthetic
GL0298,High Col Sar 564,Jammu & Kashmir,32.6252,74.8433,5583.4,1.248,31.56,395.9,9.4,2930.0,0.4,1464.3,3.49,1,synthetic
GL0299,South Hollow Tso 610,Ladakh,33.7239,76.5546,3845.8,0.709,18.37,526.8,15.7,1535.6,1.27,2044.9,3.55,0,synthetic
GL0300,Outer Plateau Tal 450,Himachal Pradesh,31.1142,77.3345,4587.0,0.088,29.91,468.8,9.9,2228.1,-2.21,2069.2,4.27,0,synthetic
GL0301,Far Plateau Tso 409,Ladakh,33.3232,78.0247,4101.6,0.184,8.54,50.0,19.9,2231.5,-4.34,1212.5,2.42,0,synthetic
GL0302,West Spur Tso 699,Ladakh,35.2299,77.6518,5916.0,0.203,0.0,243.2,22.6,2308.4,0.6,1575.5,5.67,0,synthetic
GL0303,Outer Spur Tso 253,Ladakh,34.8402,77.5598,4305.1,1.65,20.38,411.7,40.4,1822.1,-3.5,412.5,5.12,1,synthetic
GL0304,High Spur Tso 073,Ladakh,35.299,77.8604,4305.5,0.722,23.38,651.0,11.1,1541.5,-3.38,1571.3,3.24,0,synthetic
GL0305,North Plateau Tso 651,Ladakh,33.4905,76.5629,4803.9,0.141,9.35,522.7,11.1,2104.6,-2.47,994.4,5.27,0,synthetic
GL0306,East Ridge Tal 385,Himachal Pradesh,31.911,77.2023,5743.2,0.169,20.68,406.8,20.4,1410.2,-4.59,1617.7,4.71,0,synthetic
GL0307,Far Valley Tso 029,Sikkim,27.9227,88.5656,5623.5,0.138,23.99,457.6,19.8,2808.0,3.15,1265.4,5.08,1,synthetic
GL0308,North Cirque Tal 358,Himachal Pradesh,32.5474,76.7563,4143.3,0.636,6.77,108.0,12.3,2164.8,-2.27,1655.1,5.04,1,synthetic
GL0309,Upper Plateau Tal 001,Uttarakhand,31.0825,79.0798,3735.4,0.074,16.53,441.9,17.8,1545.5,1.58,1688.9,4.05,0,synthetic
GL0310,Inner Hollow Tal 438,Himachal Pradesh,32.464,76.2442,4021.9,0.166,36.76,720.6,15.6,2566.9,2.03,1014.3,4.18,1,synthetic
GL0311,Lower Col Tal 023,Himachal Pradesh,31.2119,77.742,4006.0,0.596,12.71,1185.6,24.8,3283.4,1.06,514.0,3.95,1,synthetic
GL0312,High Valley Tal 367,Uttarakhand,30.3212,80.5662,3673.5,0.038,31.25,796.0,27.1,2351.7,-1.33,1162.3,,1,synthetic
GL0313,Outer Glacier Lake 563,Arunachal Pradesh,28.5325,94.5972,3647.9,0.392,0.0,111.6,27.9,2751.9,-0.19,1741.1,4.17,1,synthetic
GL0314,Inner Hollow Tso 272,Ladakh,35.3719,77.8036,5287.3,1.409,0.0,53.7,21.8,3181.8,-0.4,1581.4,4.01,1,synthetic
GL0315,Lower Spur Tal 413,Uttarakhand,31.137,78.0219,5677.7,0.394,38.7,1048.6,15.9,2638.7,4.47,2299.1,4.95,1,synthetic
GL0316,North Glacier Tal 700,Uttarakhand,30.3798,80.5074,3969.7,0.299,30.03,1369.8,22.5,3491.8,-2.75,483.7,4.84,1,synthetic
GL0317,Inner Col Tal 571,Uttarakhand,30.1641,78.2525,5186.7,0.048,15.42,500.8,12.8,3130.0,-5.55,1653.2,5.75,1,synthetic
GL0318,North Col Lake 707,Arunachal Pradesh,27.3424,92.1978,5439.6,0.1,14.22,659.8,20.2,2709.6,1.41,1397.5,3.65,1,synthetic
GL0319,Inner Cirque Sar 318,Jammu & Kashmir,33.4044,75.2666,4038.4,0.612,13.08,455.5,2.4,1413.4,-0.39,1231.1,4.06,0,synthetic
GL0320,West Plateau Tal 548,Uttarakhand,29.6281,80.0168,3988.2,0.225,28.83,384.0,36.6,3479.4,-0.51,1576.3,4.95,1,synthetic
GL0321,Far Basin Tso 080,Ladakh,34.7164,77.1385,3715.0,0.186,27.23,1115.1,19.7,2725.7,-0.55,1019.3,4.56,1,synthetic
GL0322,Inner Basin Tso 204,Sikkim,27.4346,88.4859,3529.5,0.14,7.05,50.0,26.8,2151.1,-4.52,1704.3,3.55,1,synthetic
GL0323,Inner Col Tal 312,Uttarakhand,30.2339,78.3726,4292.8,0.226,0.0,573.4,3.1,2443.7,-0.18,,4.68,0,synthetic
GL0324,West Plateau Sar 124,Jammu & Kashmir,33.9812,75.6613,3685.2,0.095,13.27,50.0,25.6,1503.5,8.33,1074.3,4.06,0,synthetic
GL0325,South Ridge Sar 603,Jammu & Kashmir,33.2616,75.3177,5120.3,1.217,6.02,1123.9,12.1,2246.5,-0.74,1630.7,4.2,0,synthetic
GL0326,Khecheopalri Lake,Sikkim,27.36,88.21,1700.0,0.01,0.0,5000.0,2.0,3200.0,12.0,200.0,2.5,0,real
GL0327,High Glacier Tal 584,Uttarakhand,31.1265,78.5995,4109.6,1.646,40.0,646.4,10.6,1906.0,1.56,1042.8,4.19,1,synthetic
GL0328,Lower Hollow Tal 678,Himachal Pradesh,30.7954,77.1184,3538.7,0.238,0.0,2012.9,13.5,1778.6,1.89,,4.9,0,synthetic
GL0329,Outer Glacier Tso 605,Ladakh,33.0185,77.1339,5633.1,0.057,22.63,942.2,14.7,2290.9,-0.84,1601.2,4.48,1,synthetic
GL0330,High Col Tso 178,Ladakh,33.6137,77.8823,5732.8,0.229,27.55,167.3,3.4,2499.4,0.71,1540.1,4.33,1,synthetic
GL0331,Upper Valley Tal 113,Uttarakhand,31.261,78.9569,5324.5,0.258,28.59,1232.3,5.2,1897.0,3.25,1554.0,4.16,0,synthetic
GL0332,North Plateau Lake 031,Arunachal Pradesh,28.8572,94.2362,4931.0,0.391,30.85,428.6,4.7,2793.7,-2.66,1857.3,4.31,1,synthetic
GL0333,High Valley Tal 295,Uttarakhand,31.0773,78.9618,5250.0,0.295,0.0,1777.9,17.7,2349.8,-0.1,1116.2,3.42,0,synthetic
GL0334,North Moraine Tso 372,Ladakh,34.64,77.0783,3578.2,0.111,19.07,1813.7,18.9,3050.2,-4.09,1279.0,4.5,0,synthetic
GL0335,Outer Col Tal 524,Himachal Pradesh,31.6791,76.0756,4419.6,0.24,16.41,50.0,14.5,2319.9,0.13,1781.2,3.83,0,synthetic
GL0336,East Glacier Tso 163,Ladakh,33.8027,78.0979,4263.7,0.276,0.0,858.4,1.0,3055.5,-0.91,1799.8,3.28,0,synthetic
GL0337,North Ridge Lake 275,Arunachal Pradesh,27.3234,93.4437,3738.1,3.147,0.0,76.1,8.6,1127.2,3.23,2511.2,3.62,1,synthetic
GL0338,West Spur Sar 687,Jammu & Kashmir,33.9333,76.383,5242.4,0.448,10.84,50.0,22.1,1601.2,-0.75,1375.6,2.49,0,synthetic
GL0339,Outer Spur Tso 231,Ladakh,33.4171,78.0958,3894.0,0.017,14.53,443.5,10.6,2802.9,-2.64,1211.3,3.7,0,synthetic
GL0340,Lower Moraine Sar 562,Jammu & Kashmir,33.7264,76.0948,5529.9,0.107,22.37,1072.5,26.2,2239.7,-1.04,1563.4,4.24,0,synthetic
GL0341,Upper Plateau Lake 410,Arunachal Pradesh,27.106,93.5692,4752.2,0.44,32.27,966.4,26.7,3040.0,0.49,1281.6,4.81,1,synthetic
